molecule,#stars,#amine,#amidine,#acid,#amide,#rotor,#rtvFG,CNS,mol_MW,dipole,SASA,FOSA,FISA,PISA,WPSA,volume,donorHB,accptHB,dip^2/V,ACxDN^.5/SA,glob,QPpolrz,QPlogPC16,QPlogPoct,QPlogPw,QPlogPo/w,QPlogS,CIQPlogS,QPlogHERG,QPPCaco,QPlogBB,QPPMDCK,QPlogKp,IP(eV),EA(eV),#metab,QPlogKhsa,HumanOralAbsorption,PercentHumanOralAbsorption,SAfluorine,SAamideO,PSA,#NandO,RuleOfFive,#ringatoms,#in34,#in56,#noncon,#nonHatm,RuleOfThree,Jm
"screen_liperp.csv:1552",0,0,0,0,0,3,0,-2,293.300,7.730,537.581,89.161,176.953,247.416,24.050,922.100,1.000,5.000,0.0648003,0.0093009,0.8522616,31.185,9.816,15.567,9.636,2.145,-4.931,-5.154,-5.102,207.898,-1.182,122.680,-3.621,9.184,1.291,2,0.049,3,80.992,24.050,0.000,81.197,4,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:759",0,1,0,0,0,3,0,1,296.368,6.222,557.992,188.536,151.226,218.230,0.000,975.745,2.000,2.000,0.0396743,0.0050689,0.8526310,33.053,10.338,15.431,7.813,2.994,-3.740,-3.543,-5.683,90.933,-0.606,40.995,-5.312,9.421,1.235,4,0.638,3,79.532,0.000,0.000,70.601,4,0,18,0,12,6,22,0,0.000
"screen_liperp.csv:194",0,0,0,0,0,1,0,-1,302.332,2.619,550.451,96.078,149.993,304.379,0.000,948.720,2.000,4.000,0.0072289,0.0102768,0.8482793,34.079,10.657,16.605,10.783,2.659,-4.457,-4.824,-5.439,374.552,-0.886,171.146,-3.116,8.652,1.337,2,0.336,3,88.576,0.000,0.000,76.150,4,0,19,0,19,0,23,0,0.006
"screen_liperp.csv:2311",0,0,0,0,0,2,0,-1,292.355,9.399,537.958,72.859,167.052,254.973,43.075,917.610,2.000,4.000,0.0962813,0.0105154,0.8488977,31.720,10.428,17.180,10.328,2.507,-5.427,-5.388,-5.193,258.077,-0.997,197.009,-3.508,8.822,1.179,3,0.213,3,84.790,0.000,0.000,77.638,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:1359",1,0,0,0,0,2,0,0,271.333,5.023,510.762,86.089,92.429,331.098,1.146,858.002,1.000,4.500,0.0294097,0.0088104,0.8549460,30.061,9.346,14.049,9.285,2.545,-3.724,-3.788,-5.458,1316.419,-0.397,675.586,-1.865,8.484,0.791,0,0.017,3,100.000,0.000,0.000,49.790,3,0,14,0,14,0,19,0,0.742
"screen_liperp.csv:2076",0,0,0,0,0,3,0,-1,288.348,7.039,571.567,131.578,129.649,310.341,0.000,981.377,1.000,4.000,0.0504832,0.0069983,0.8355805,34.158,10.610,15.579,8.830,3.226,-5.764,-5.434,-5.672,584.040,-0.855,276.632,-2.528,8.495,0.988,2,0.388,3,95.350,0.000,0.000,65.387,3,0,16,0,16,0,22,1,0.001
"screen_liperp.csv:2908",0,0,0,0,0,1,1,-1,290.321,9.785,573.892,132.987,124.129,316.777,0.000,966.206,1.000,5.500,0.0990927,0.0095837,0.8235966,34.897,10.435,17.319,10.761,2.557,-4.606,-3.665,-5.897,658.849,-0.717,315.122,-2.595,9.136,1.452,2,0.140,3,92.370,0.000,0.000,78.271,4,0,17,0,12,0,22,0,0.018
"screen_liperp.csv:528",0,0,0,0,0,1,0,-1,302.332,3.798,566.331,79.547,139.138,347.646,0.000,965.837,2.000,4.500,0.0149385,0.0112372,0.8343799,35.177,11.010,17.339,11.534,2.748,-4.750,-4.649,-5.870,474.741,-0.829,221.125,-2.763,8.764,1.287,5,0.293,3,90.936,0.000,0.000,74.140,4,0,19,0,19,0,23,0,0.009
"screen_liperp.csv:545",1,0,0,0,0,1,0,-1,302.332,4.671,561.459,132.880,141.917,286.662,0.000,965.302,2.000,4.000,0.0226003,0.0100753,0.8413095,34.573,10.615,16.901,10.634,2.845,-4.804,-4.644,-5.467,446.784,-0.834,207.084,-3.029,8.159,1.857,2,0.375,3,91.037,0.000,0.000,75.527,4,0,19,0,16,0,23,0,0.004
"screen_liperp.csv:1348",1,0,0,0,0,2,0,0,261.323,4.882,545.782,94.330,55.354,396.098,0.000,916.019,1.000,2.500,0.0260198,0.0045806,0.8357609,33.004,10.040,13.820,7.589,4.038,-4.981,-4.451,-6.079,2957.888,-0.085,1597.443,-0.952,8.373,0.778,0,0.537,3,100.000,0.000,0.000,38.585,2,0,16,0,16,0,20,0,0.304
"screen_liperp.csv:1859",0,0,0,0,1,5,0,-2,300.319,12.112,564.686,112.471,149.994,302.221,0.000,979.093,2.000,5.000,0.1498277,0.0125221,0.8444495,32.705,10.927,18.476,13.610,1.894,-3.725,-4.555,-4.116,191.658,-1.140,171.143,-2.739,8.575,1.506,2,-0.238,3,78.886,0.000,36.555,88.714,5,0,15,0,15,0,23,0,0.103
"screen_liperp.csv:1935",1,0,0,0,0,3,0,-1,286.332,11.054,585.208,94.354,130.222,360.632,0.000,981.864,1.000,4.000,0.1244463,0.0068352,0.8163743,34.658,10.930,16.786,9.209,3.277,-6.006,-5.394,-6.223,576.773,-0.920,272.913,-2.361,8.555,1.192,0,0.383,3,95.551,0.000,0.000,64.476,3,0,16,0,16,0,22,1,0.001
"screen_liperp.csv:1675",0,0,0,0,0,2,1,-1,304.323,4.294,540.810,101.420,169.579,227.846,41.965,942.028,2.000,4.500,0.0195713,0.0117675,0.8593355,32.438,9.961,16.651,10.659,2.425,-5.340,-5.149,-4.895,244.220,-0.985,183.019,-3.650,8.468,1.614,1,0.205,3,83.880,41.965,0.000,79.236,3,0,17,0,10,0,23,0,0.000
"screen_liperp.csv:3086",0,0,0,1,0,4,0,-2,287.317,6.362,564.517,42.972,173.175,348.370,0.000,955.825,1.000,3.500,0.0423515,0.0062000,0.8312670,32.857,10.920,14.966,8.655,3.527,-5.649,-5.603,-4.116,57.184,-1.348,28.546,-3.100,8.724,1.152,1,0.210,3,79.046,0.000,0.000,75.903,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2800",0,0,0,0,0,3,0,-2,287.320,9.576,554.372,86.394,201.152,266.826,0.000,942.412,2.000,5.000,0.0972947,0.0127551,0.8385402,32.183,10.657,17.809,11.429,1.895,-5.088,-5.006,-5.417,122.567,-1.525,51.167,-3.999,9.169,1.544,2,0.073,3,75.417,0.000,0.000,90.903,4,0,16,0,16,0,22,0,0.000
"screen_liperp.csv:195",0,0,0,0,0,4,0,-2,286.332,9.463,557.872,78.789,160.802,318.281,0.000,957.065,1.500,4.500,0.0935574,0.0098792,0.8418951,32.619,10.778,16.777,10.067,2.596,-5.167,-5.189,-5.608,295.810,-1.190,132.610,-2.978,8.710,1.167,1,0.174,3,86.370,0.000,0.000,76.259,3,0,16,0,16,0,22,0,0.002
"screen_liperp.csv:2111",0,0,0,0,0,3,0,-2,272.306,6.609,522.473,0.000,165.782,356.691,0.000,889.368,2.000,4.000,0.0491056,0.0108271,0.8560293,30.919,10.582,16.180,10.738,2.300,-4.814,-5.057,-5.563,265.330,-1.126,117.905,-3.030,8.702,1.115,1,0.102,3,83.794,0.000,0.000,74.036,3,0,16,0,16,0,21,0,0.004
"screen_liperp.csv:1559",0,0,0,0,0,3,0,-1,297.371,5.274,545.957,77.370,124.209,344.379,0.000,937.043,1.000,4.000,0.0296852,0.0073266,0.8482289,32.709,10.415,14.846,8.963,3.029,-4.551,-4.616,-5.630,657.704,-0.768,314.530,-2.307,8.229,0.882,1,0.274,3,95.119,0.000,0.000,61.053,3,0,16,0,16,0,21,0,0.072
"screen_liperp.csv:1144",0,1,0,0,0,4,0,1,286.305,7.429,530.492,131.715,154.220,197.531,47.026,903.810,2.000,2.000,0.0610694,0.0053317,0.8521918,29.335,9.200,14.585,7.422,2.671,-3.287,-3.712,-5.592,85.178,-0.579,69.127,-5.344,9.711,1.323,5,0.398,3,77.132,47.026,0.000,71.220,4,0,15,0,15,3,21,0,0.001
"screen_liperp.csv:2006",0,0,0,0,0,1,0,0,285.729,4.736,514.304,78.771,108.533,255.347,71.653,870.602,2.000,3.000,0.0257671,0.0082493,0.8573500,30.484,9.788,15.142,9.121,3.101,-4.563,-4.601,-5.058,926.151,-0.305,1124.228,-2.524,8.658,0.784,3,0.289,3,100.000,0.000,0.000,59.884,3,0,15,0,15,0,20,0,0.023
"screen_liperp.csv:2044",0,0,0,0,0,4,0,-1,290.296,3.123,545.691,0.000,123.466,378.711,43.514,925.381,1.000,3.250,0.0105387,0.0059558,0.8415866,31.928,10.230,14.116,8.247,3.469,-5.589,-5.878,-5.901,668.458,-0.733,554.172,-2.077,9.391,1.366,2,0.339,3,100.000,43.514,0.000,57.230,3,0,18,0,18,0,22,0,0.006
"screen_liperp.csv:730",0,1,0,0,0,2,0,1,302.760,5.023,533.407,81.182,141.218,255.299,55.709,919.345,2.000,2.000,0.0274436,0.0053026,0.8572200,31.792,10.389,15.143,8.178,2.961,-3.703,-4.044,-5.786,113.145,-0.303,104.832,-5.093,9.336,1.270,6,0.527,3,81.041,0.000,0.000,68.494,4,0,16,0,16,4,21,0,0.000
"screen_liperp.csv:1597",0,0,0,0,0,4,0,-1,298.316,4.888,521.131,85.211,144.057,290.031,1.833,887.012,2.000,6.000,0.0269351,0.0162824,0.8567171,29.546,9.952,16.236,11.883,1.597,-2.869,-3.810,-5.234,426.389,-0.982,201.490,-2.769,9.332,1.482,1,-0.245,3,83.366,0.000,0.000,82.622,5,0,15,0,15,0,21,0,0.375
"screen_liperp.csv:759",0,1,0,0,0,3,0,1,296.368,6.968,556.668,194.302,151.730,210.635,0.000,971.870,2.000,2.000,0.0499630,0.0050810,0.8523955,32.826,10.249,15.481,7.761,2.957,-3.716,-3.543,-5.651,89.938,-0.611,40.510,-5.348,9.250,1.251,4,0.628,3,79.229,0.000,0.000,70.413,4,0,18,0,12,6,22,0,0.000
"screen_liperp.csv:1869",0,0,0,0,0,3,1,-1,306.320,5.221,578.635,155.884,121.102,301.649,0.000,984.741,1.000,6.000,0.0276807,0.0103692,0.8272599,34.210,10.501,16.280,10.700,2.473,-4.187,-3.834,-5.766,703.868,-0.797,338.459,-2.401,9.146,1.297,1,0.009,3,92.389,0.000,0.000,85.062,5,0,19,3,16,3,23,0,0.079
"screen_liperp.csv:2230",0,0,0,0,0,3,0,-2,286.332,1.203,562.988,69.847,183.479,309.663,0.000,957.507,2.000,4.000,0.0015105,0.0100479,0.8345019,33.196,10.973,16.282,10.636,2.533,-5.504,-5.330,-5.687,180.291,-1.374,77.651,-3.522,8.947,1.274,2,0.266,3,82.152,0.000,0.000,78.868,3,0,16,0,16,0,22,0,0.000
"screen_liperp.csv:208",0,0,0,0,0,4,0,-2,286.332,12.451,561.130,81.347,177.701,302.081,0.000,955.210,1.500,4.500,0.1623000,0.0098219,0.8359255,32.390,10.746,17.677,10.080,2.445,-5.223,-5.189,-5.628,204.531,-1.373,88.994,-3.346,8.401,1.422,1,0.166,3,82.620,0.000,0.000,78.919,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:2969",0,1,0,0,0,3,1,1,300.744,2.723,536.555,131.435,139.597,207.265,58.259,920.123,2.000,4.500,0.0080596,0.0118608,0.8526703,30.722,10.045,15.732,10.090,2.005,-2.957,-3.390,-5.631,117.219,-0.356,112.478,-5.137,9.180,1.035,3,0.103,3,75.714,0.000,0.000,84.733,4,0,16,0,16,0,21,0,0.002
"screen_liperp.csv:141",0,0,0,0,0,2,0,-1,301.344,2.615,551.598,123.514,127.174,300.910,0.000,959.228,1.500,5.000,0.0071303,0.0111018,0.8527527,33.824,10.477,16.192,10.639,2.611,-4.171,-4.422,-5.350,616.461,-0.723,293.267,-2.611,8.777,1.564,2,0.185,3,92.165,0.000,0.000,75.745,3,0,18,0,18,0,23,0,0.043
"screen_liperp.csv:2645",0,0,0,0,0,1,0,0,286.717,5.240,514.311,68.932,121.732,252.105,71.541,865.914,2.000,4.000,0.0317121,0.0109989,0.8542589,30.265,9.796,15.736,10.173,2.610,-4.314,-4.278,-5.093,694.249,-0.433,822.149,-2.779,8.705,1.159,3,0.127,3,93.086,0.000,0.000,71.497,4,0,15,0,15,0,20,0,0.023
"screen_liperp.csv:2881",0,0,0,0,0,5,0,-2,301.347,3.913,605.097,87.742,140.374,376.981,0.000,1024.647,1.000,5.000,0.0149400,0.0082631,0.8123118,35.242,11.541,16.032,9.981,2.976,-5.282,-5.313,-6.367,462.098,-1.156,214.767,-2.299,8.748,1.175,3,0.216,3,92.067,0.000,0.000,74.198,4,0,16,0,16,0,23,0,0.003
"screen_liperp.csv:1098",0,0,0,0,0,3,0,0,294.669,2.830,500.378,0.000,125.565,265.166,109.647,839.195,1.000,3.500,0.0095451,0.0069947,0.8598885,28.037,9.159,13.102,7.870,2.977,-4.074,-4.512,-5.064,638.507,-0.480,1214.518,-2.612,9.563,1.622,1,0.109,3,94.585,41.117,0.000,76.197,5,0,12,0,12,0,20,0,0.051
"screen_liperp.csv:484",1,0,0,0,0,4,2,-2,300.316,5.987,587.608,0.000,184.026,403.582,0.000,992.095,0.250,5.250,0.0361317,0.0044673,0.8186780,34.835,11.549,15.535,9.785,2.546,-5.107,-5.138,-6.391,178.149,-1.508,76.654,-3.105,8.599,1.239,0,0.071,3,82.140,0.000,0.000,92.632,4,0,16,0,16,0,23,0,0.001
"screen_liperp.csv:1281",0,0,0,0,0,4,0,-2,305.766,8.625,568.369,0.000,154.985,346.985,66.400,963.483,1.500,4.000,0.0772042,0.0086194,0.8300371,33.150,11.437,16.778,9.779,3.152,-5.791,-5.874,-5.937,335.876,-1.014,351.514,-2.770,8.259,1.041,3,0.272,3,90.617,0.000,0.000,63.959,3,0,18,0,18,0,22,1,0.001
"screen_liperp.csv:2296",0,0,0,0,0,2,0,-2,292.355,8.298,539.248,78.909,175.343,256.655,28.340,917.538,2.000,4.000,0.0750381,0.0104903,0.8468233,31.733,10.386,16.857,10.393,2.394,-5.385,-5.388,-5.235,215.337,-1.118,134.517,-3.655,8.810,1.509,3,0.212,3,82.720,0.000,0.000,77.589,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:406",0,0,0,0,0,3,0,-1,292.293,12.223,555.002,0.000,142.280,412.722,0.000,935.092,1.000,3.500,0.1597843,0.0063063,0.8332464,33.284,10.954,16.712,9.080,3.170,-4.693,-4.704,-6.199,443.264,-0.984,205.321,-2.400,8.904,1.569,1,0.358,3,92.874,0.000,0.000,80.022,5,0,16,0,16,0,22,0,0.027
"screen_liperp.csv:147",0,0,0,0,0,0,0,0,289.336,4.248,547.503,176.206,94.583,276.715,0.000,943.870,1.000,4.500,0.0191223,0.0082191,0.8499367,34.262,9.803,15.366,9.459,2.996,-4.656,-4.445,-5.280,1255.943,-0.309,632.885,-2.288,8.432,0.555,2,0.326,3,100.000,0.000,0.000,58.188,4,0,19,0,19,0,22,0,0.033
"screen_liperp.csv:2213",0,0,0,0,0,3,0,-2,286.332,10.562,541.327,78.536,167.229,295.562,0.000,935.699,2.000,4.000,0.1192170,0.0104500,0.8546655,32.189,10.613,17.500,10.377,2.504,-5.134,-5.330,-5.293,257.080,-1.144,113.947,-3.272,8.653,1.232,2,0.221,3,84.743,0.000,0.000,77.657,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:1183",0,0,0,0,0,2,1,-2,286.332,5.919,557.923,111.275,165.830,280.818,0.000,958.366,1.500,4.500,0.0365595,0.0098783,0.8425807,33.597,10.565,16.372,10.288,2.525,-5.493,-4.949,-5.418,265.054,-1.114,117.772,-3.394,8.158,1.457,2,0.263,3,85.106,0.000,0.000,76.241,3,0,17,0,12,0,22,0,0.000
"screen_liperp.csv:2720",0,0,0,0,0,2,1,-1,279.295,5.653,526.058,85.631,153.917,286.510,0.000,889.854,2.000,5.000,0.0359150,0.0134416,0.8505059,30.910,9.984,16.380,11.394,1.932,-3.783,-3.853,-5.317,343.796,-0.976,156.008,-3.155,8.965,0.984,2,-0.008,3,83.654,0.000,0.000,86.796,4,0,16,0,16,0,21,0,0.032
"screen_liperp.csv:2011",0,0,0,0,0,1,0,0,285.729,6.819,507.273,83.232,103.030,262.688,58.322,861.315,2.000,3.000,0.0539814,0.0083636,0.8630412,30.182,9.643,15.356,9.112,3.042,-4.383,-4.601,-5.001,1044.401,-0.276,1082.014,-2.397,8.782,0.776,3,0.267,3,100.000,0.000,0.000,59.848,3,0,15,0,15,0,20,0,0.047
"screen_liperp.csv:2622",0,0,0,0,0,2,1,-1,293.321,2.346,580.036,190.902,122.038,267.096,0.000,976.548,1.000,5.000,0.0056343,0.0086202,0.8206781,34.194,10.168,15.390,9.710,2.782,-4.841,-4.154,-5.707,689.628,-0.765,331.064,-2.636,9.020,1.010,1,0.220,3,94.039,0.000,0.000,77.822,4,0,16,0,16,0,22,0,0.013
"screen_liperp.csv:2650",0,0,0,0,0,1,0,0,286.717,6.759,504.772,80.511,115.198,237.361,71.701,853.970,2.000,4.000,0.0534969,0.0112068,0.8623799,29.647,9.568,15.784,10.006,2.570,-4.155,-4.278,-4.891,800.709,-0.354,961.163,-2.710,8.685,0.888,4,0.101,3,93.960,0.000,0.000,70.284,4,0,15,0,15,0,20,0,0.039
"screen_liperp.csv:2770",1,0,0,0,0,3,0,-1,283.344,5.714,526.588,0.000,140.239,384.714,1.636,887.805,2.000,4.500,0.0367796,0.0120853,0.8483448,31.124,10.562,16.255,11.258,2.318,-3.763,-4.101,-5.821,463.466,-0.912,219.946,-2.461,8.724,1.131,0,0.019,3,88.235,0.000,0.000,65.236,3,0,16,0,16,0,20,0,0.169
"screen_liperp.csv:1554",0,0,0,0,0,3,0,-1,297.371,6.144,548.811,75.917,137.293,335.397,0.204,938.033,1.500,5.000,0.0402449,0.0111582,0.8444118,32.663,10.555,16.281,10.715,2.468,-4.197,-4.224,-5.649,494.258,-0.901,231.562,-2.580,8.663,1.251,1,0.083,3,89.615,0.000,0.000,64.196,3,0,16,0,16,0,21,0,0.074
"screen_liperp.csv:2987",0,0,0,0,0,2,0,-2,293.300,11.181,545.166,83.578,176.950,250.865,33.773,925.433,2.000,4.000,0.1350949,0.0103764,0.8424283,31.993,9.999,17.785,10.381,2.443,-5.509,-5.406,-5.278,207.914,-1.136,138.699,-3.705,8.523,0.834,1,0.230,3,82.736,33.773,0.000,80.062,4,0,15,0,15,0,22,0,0.000
"screen_liperp.csv:468",0,0,0,0,0,3,0,-2,292.293,10.022,541.655,0.000,208.404,333.251,0.000,915.224,2.000,3.500,0.1097397,0.0091382,0.8416421,31.729,10.916,17.159,10.422,2.315,-4.271,-4.619,-5.684,104.619,-1.579,43.119,-3.898,9.168,1.668,2,0.238,3,76.647,0.000,0.000,97.711,5,0,16,0,16,0,22,0,0.002
"screen_liperp.csv:463",0,0,0,0,0,3,0,-2,292.293,7.628,532.580,0.000,197.256,335.324,0.000,905.786,2.000,3.500,0.0642332,0.0092939,0.8500880,31.372,10.791,16.383,10.338,2.340,-4.114,-4.619,-5.557,133.449,-1.437,56.095,-3.686,8.887,1.455,2,0.217,3,78.685,0.000,0.000,95.043,5,0,16,0,16,0,22,0,0.005
"screen_liperp.csv:3009",1,0,0,0,0,2,0,-2,296.343,6.596,538.485,74.011,181.742,282.731,0.000,921.938,1.000,5.500,0.0471869,0.0102138,0.8507326,32.158,10.247,15.927,10.615,1.858,-4.846,-4.964,-5.296,187.257,-1.231,80.899,-3.681,8.809,0.976,0,-0.004,3,78.495,0.000,0.000,78.230,4,0,15,0,15,0,21,0,0.001
"screen_liperp.csv:2654",0,0,0,0,0,1,0,0,286.717,8.091,509.391,84.198,133.355,220.141,71.697,856.384,2.000,4.000,0.0764367,0.0111051,0.8561694,29.579,9.567,16.120,10.023,2.435,-4.232,-4.278,-4.909,538.631,-0.534,626.126,-3.106,8.910,0.995,4,0.104,3,90.090,0.000,0.000,74.144,4,0,15,0,15,0,20,0,0.013
"screen_liperp.csv:1538",0,0,0,0,1,1,0,-2,309.754,5.848,582.302,80.850,177.376,259.594,64.482,975.054,2.000,3.500,0.0350681,0.0085003,0.8166501,34.705,11.164,17.218,12.569,2.426,-5.557,-5.266,-4.362,116.613,-1.112,202.271,-3.778,8.639,0.982,2,0.147,3,78.140,0.000,31.043,77.560,4,0,15,0,15,0,22,0,0.000
"screen_liperp.csv:2219",0,0,0,0,0,3,0,-2,286.332,1.997,547.846,73.293,170.685,303.868,0.000,941.080,2.000,4.000,0.0042361,0.0103256,0.8477305,32.484,10.722,16.037,10.473,2.519,-5.245,-5.330,-5.445,238.393,-1.201,105.021,-3.307,8.860,1.375,2,0.231,3,84.247,0.000,0.000,76.269,3,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:1877",1,0,0,0,0,3,1,-1,293.300,0.560,552.069,0.000,132.476,369.503,50.090,930.324,2.000,4.500,0.0003372,0.0115275,0.8348230,32.680,10.439,16.443,11.180,2.792,-4.402,-4.414,-5.967,549.070,-0.762,486.754,-2.371,9.673,1.350,1,0.118,3,92.325,50.090,0.000,73.645,4,0,18,0,18,0,22,0,0.049
"screen_liperp.csv:768",0,0,0,0,0,3,0,-1,291.254,9.130,519.543,68.915,143.975,232.343,74.311,870.543,1.000,2.700,0.0957583,0.0051969,0.8486667,28.978,8.621,14.017,7.018,3.149,-4.602,-4.732,-5.089,427.159,-0.768,503.659,-3.066,10.062,1.348,2,0.336,3,92.468,74.311,0.000,66.972,4,0,15,0,15,3,21,0,0.006
"screen_liperp.csv:1035",0,0,0,0,0,3,0,0,310.232,4.420,513.160,0.628,133.475,287.486,91.570,874.615,1.000,3.500,0.0223366,0.0068205,0.8619003,29.667,8.927,13.847,8.100,3.061,-4.300,-4.828,-5.138,537.230,-0.590,802.248,-2.679,9.441,1.396,3,0.204,3,93.736,91.570,0.000,77.902,5,0,12,0,12,0,22,0,0.033
"screen_liperp.csv:2267",0,0,0,0,0,3,0,-1,294.352,5.941,571.121,203.253,133.192,234.676,0.000,985.309,2.000,4.000,0.0358174,0.0099048,0.8384660,33.593,10.376,16.540,9.803,2.968,-4.644,-4.427,-5.265,540.558,-0.880,254.439,-2.860,8.805,1.056,3,0.341,3,93.235,0.000,0.000,73.139,4,0,15,0,15,0,22,0,0.009
"screen_liperp.csv:1762",1,0,0,0,0,4,0,-2,300.316,3.321,576.953,17.311,179.326,380.316,0.000,982.478,1.000,6.000,0.0112239,0.0103995,0.8283996,34.228,11.447,16.447,11.406,1.987,-4.996,-4.911,-6.122,197.402,-1.420,85.646,-3.101,8.987,1.655,0,-0.038,3,79.662,0.000,0.000,95.851,4,0,16,0,16,0,23,0,0.002
"screen_liperp.csv:1365",0,0,0,0,0,3,3,-2,298.343,5.985,584.339,88.117,194.359,301.862,0.000,997.486,1.500,4.500,0.0359075,0.0094318,0.8262372,34.722,11.257,16.852,10.468,2.588,-5.786,-5.295,-5.783,142.165,-1.515,60.065,-3.750,8.388,1.307,1,0.314,3,80.630,0.000,0.000,85.906,3,0,19,3,16,2,23,1,0.000
"screen_liperp.csv:2873",0,0,0,0,0,2,0,0,287.265,2.926,501.250,19.674,111.047,283.174,87.355,851.836,2.000,3.000,0.0100492,0.0084641,0.8669911,29.357,8.793,14.658,9.081,3.063,-4.243,-4.631,-5.035,876.690,-0.328,1291.532,-2.377,9.051,1.035,3,0.201,3,100.000,87.355,0.000,61.788,3,0,15,0,15,0,21,0,0.069
"screen_liperp.csv:2323",0,0,0,0,0,2,0,-2,292.355,3.098,543.411,74.389,183.495,242.221,43.306,922.898,2.000,4.000,0.0103970,0.0104099,0.8436055,31.809,10.488,16.080,10.366,2.409,-5.521,-5.388,-5.218,180.225,-1.170,134.030,-3.856,8.998,1.183,3,0.224,3,81.425,0.000,0.000,78.874,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:2313",0,0,0,0,0,3,0,-2,292.355,10.095,546.075,88.070,168.599,251.794,37.612,927.458,2.000,4.000,0.1098733,0.0103591,0.8422530,31.441,10.451,17.191,10.113,2.529,-5.379,-5.388,-5.285,249.503,-1.110,177.295,-3.452,9.085,1.590,3,0.193,3,84.657,0.000,0.000,78.654,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:2291",0,0,0,0,0,2,0,-2,292.355,11.027,535.850,70.889,175.969,253.237,35.755,916.446,2.000,4.000,0.1326845,0.0105568,0.8515172,31.656,10.426,17.670,10.369,2.410,-5.359,-5.388,-5.142,212.417,-1.087,145.542,-3.679,8.852,1.093,3,0.212,3,82.706,0.000,0.000,78.456,3,0,15,0,15,0,21,0,0.000
"screen_liperp.csv:681",0,1,0,0,0,2,0,1,287.145,3.513,490.877,137.080,131.630,92.560,129.608,830.814,2.000,2.000,0.0148576,0.0057620,0.8706857,26.695,8.885,13.261,6.929,2.562,-3.265,-3.485,-4.792,139.495,0.002,333.878,-5.490,9.387,1.393,4,0.290,3,80.330,0.000,0.000,68.491,4,0,12,0,12,4,18,0,0.001
"screen_liperp.csv:880",1,0,0,0,0,2,0,0,289.718,9.393,507.667,86.457,133.570,216.284,71.356,864.025,1.000,1.750,0.1021203,0.0034471,0.8641793,29.206,9.429,13.657,6.093,3.534,-4.850,-5.061,-4.761,536.114,-0.574,620.295,-3.027,9.761,1.220,4,0.538,3,96.485,0.000,0.000,65.230,4,0,15,0,15,3,20,0,0.004
"screen_liperp.csv:1432",0,0,0,0,0,3,0,-2,287.320,4.539,573.093,73.855,155.035,344.202,0.000,961.238,1.000,5.000,0.0214291,0.0087246,0.8219155,33.676,10.793,15.681,10.222,2.548,-5.398,-5.035,-6.055,335.505,-1.147,151.945,-2.876,8.882,1.175,1,0.137,3,87.072,0.000,0.000,77.635,4,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:1024",0,1,0,0,0,4,0,1,282.341,7.170,537.694,155.797,154.355,227.542,0.000,927.594,2.000,2.000,0.0554291,0.0052603,0.8554641,30.573,9.967,14.773,7.628,2.677,-3.211,-3.627,-5.682,84.928,-0.685,38.077,-5.241,9.542,1.398,5,0.464,3,77.149,0.000,0.000,71.011,4,0,16,0,16,4,21,0,0.001
"screen_liperp.csv:243",1,0,0,0,0,1,0,-2,292.293,12.833,534.362,106.204,182.984,245.174,0.000,906.767,1.000,3.000,0.1816224,0.0056142,0.8478653,31.834,9.828,16.273,8.117,2.783,-4.735,-4.884,-5.163,182.249,-1.194,78.563,-3.932,8.894,1.203,3,0.464,3,83.704,0.000,0.000,90.000,5,0,18,0,18,2,22,0,0.001
"screen_liperp.csv:1582",0,0,0,0,0,3,1,-2,304.304,2.759,583.986,84.653,177.045,322.289,0.000,982.461,1.000,6.500,0.0077505,0.0111304,0.8184131,34.316,11.000,16.593,11.726,1.844,-5.103,-4.798,-6.007,207.485,-1.380,90.384,-3.359,9.088,1.281,1,-0.098,3,79.210,0.000,0.000,99.822,5,0,16,0,16,0,23,0,0.001
"screen_liperp.csv:1618",0,0,0,0,0,3,0,-1,293.300,3.417,536.227,115.985,153.194,218.496,48.553,918.648,1.000,5.000,0.0127121,0.0093244,0.8522797,30.771,9.251,14.664,9.283,2.348,-5.035,-5.154,-4.964,349.269,-0.904,292.774,-3.285,9.029,1.341,1,0.040,3,86.211,48.553,0.000,76.844,4,0,16,0,16,0,22,0,0.001
"screen_liperp.csv:1839",0,0,0,0,0,3,0,-2,290.321,8.404,551.158,75.828,173.598,301.732,0.000,945.951,2.000,5.500,0.0746573,0.0141124,0.8455414,32.658,10.768,17.878,11.964,1.862,-3.658,-3.892,-5.470,223.704,-1.236,98.045,-3.368,8.771,1.292,1,0.008,3,79.900,0.000,0.000,92.531,4,0,16,0,16,0,22,0,0.016
